bot_id,bot_name,bot_commit,status,matches_planned,matches_completed,matches_reported,samples,min_turn_us,p25_turn_us,p50_turn_us,p75_turn_us,max_turn_us,timeouts,bot_exceptions,close_threshold_us,limit_us
gobbleglitch@a79dd98,gobbleglitch,a79dd98,pass,21,21,21,4262,10,40,52,591,2859,0,0,9000,10000
tempest_ferry@26b5aa1,tempest_ferry,26b5aa1,pass,21,21,21,3406,11,34,470,1325,3342,0,0,9000,10000
pantheon_puppet@5a92113,pantheon_puppet,5a92113,pass,21,21,21,2114,24,45,76,1192,6489,0,0,9000,10000
tempest_frontier@fdc1e1f,tempest_frontier,fdc1e1f,pass,21,21,21,3216,11,35,559,1452,3202,0,0,9000,10000
tempest_picket@fdc1e1f,tempest_picket,fdc1e1f,pass,21,21,21,3216,10,31,543,1414,3212,0,0,9000,10000
v233_f@9713344,v233_f,9713344,pass,21,21,21,3093,12,37,819,1633,6243,0,0,9000,10000
tempest_blindfire@fdc1e1f,tempest_blindfire,fdc1e1f,pass,21,21,21,3216,12,37,774,1771,5274,0,0,9000,10000
tempest_fast@eb1f0f3,tempest_fast,eb1f0f3,pass,21,21,21,3216,6,32,456,1372,4798,0,0,9000,10000
tempest_outer@fdc1e1f,tempest_outer,fdc1e1f,pass,21,21,21,3217,5,27,459,1343,5327,0,0,9000,10000
undertow@9713344,undertow,9713344,pass,21,21,21,3244,6,292,904,1444,4925,0,0,9000,10000
mistral_fast@26b5aa1,mistral_fast,26b5aa1,pass,21,21,21,3252,6,27,942,1904,4608,0,0,9000,10000
e_final@9e77076,e_final,9e77076,pass,21,21,21,4376,6,46,262,390,3003,0,0,9000,10000
uw_v2@9713344,uw_v2,9713344,pass,21,21,21,3314,6,220,641,1256,5462,0,0,9000,10000
v233_e@9713344,v233_e,9713344,pass,21,21,21,3251,11,31,675,1525,4311,0,0,9000,10000
e_t4l7@9e77076,e_t4l7,9e77076,pass,21,21,21,3507,31,553,708,815,2307,0,0,9000,10000
v233_c@9713344,v233_c,9713344,pass,21,21,21,3061,12,37,549,1337,4445,0,0,9000,10000
v233_b@9713344,v233_b,9713344,pass,21,21,21,3061,11,35,517,1267,5101,0,0,9000,10000
v233_d@9713344,v233_d,9713344,pass,21,21,21,3106,11,31,483,1147,3954,0,0,9000,10000
pantheon_clone@daf0de0,pantheon_clone,daf0de0,pass,21,21,21,3666,10,20,71,320,797,0,0,9000,10000
e_harc@6db8844,e_harc,6db8844,pass,21,21,21,3992,14,51,299,384,5884,0,0,9000,10000
e_condc@6db8844,e_condc,6db8844,pass,21,21,21,3190,14,257,334,456,6328,0,0,9000,10000
tempest_sentinel@fdc1e1f,tempest_sentinel,fdc1e1f,pass,21,21,21,3100,26,60,810,1752,6933,0,0,9000,10000
e_post2@4a95297,e_post2,4a95297,pass,21,21,21,4492,13,58,445,677,6119,0,0,9000,10000
e9cand@9e77076,e9cand,9e77076,pass,21,21,21,4492,14,65,386,568,6839,0,0,9000,10000
strategist@2a19238,strategist,2a19238,pass,21,21,21,2838,13,188,361,441,1323,0,0,9000,10000
uw_v1@9713344,uw_v1,9713344,pass,21,21,21,2625,13,268,407,817,3045,0,0,9000,10000
v233_a@9713344,v233_a,9713344,pass,21,21,21,2993,12,41,563,1184,3561,0,0,9000,10000
